block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
9,333.0,567.0,05:33,09:27,234.0,3.9,12,450.0,480.0,07:30,08:00,30.0,30.0,0.1282051282051282,1.0,Greves/Trabalho,"Greves/Trabalho, Governo/Partidos",greve geral | 19 59 | tvi 19 59 | gram | paralisação é a primeira em 12 anos | 20 00 | nacional | jornal nacional,Governo/Partidos,Governo/Partidos,,,"os profeilecentes que é o interesse dos partidos que estão sobretudo ligados a gestão das duas centrais sindicais. Com um sem acordo com os parceiros sociais, a ministra de trabalho já afirmou que reforma vai mesmo seguir para o Parlamento. É o verdadeiro significado do","5, 6",
9,333.0,567.0,05:33,09:27,234.0,3.9,13,480.0,510.0,08:00,08:30,30.0,30.0,0.1282051282051282,1.0,Greves/Trabalho,"Greves/Trabalho, Governo/Partidos",greve geral | 19 59 | tvi 19 59 | gram | paralisação é a primeira em 12 anos | 20 00 | nacional | jornal nacional,Greves/Trabalho,Greves/Trabalho,,CHEGA,"greve geral, uma paralisação para todos os trabalhadores, de todos os setores do público, ao privado e que junta as duas centrais sindicais, CZTP e UZT. Em 50 anos de democracia aconteceram 10 e para que não se chega a décima primeira, a lei laboral como está, não pode avançar.",6,
9,333.0,567.0,05:33,09:27,234.0,3.9,14,510.0,540.0,08:30,09:00,30.0,30.0,0.1282051282051282,1.0,Greves/Trabalho,"Greves/Trabalho, Governo/Partidos",greve geral | 19 59 | tvi 19 59 | gram | paralisação é a primeira em 12 anos | 20 00 | nacional | jornal nacional,Greves/Trabalho,Greves/Trabalho,,,"Se há um pouco mais de 100 antigos, a razão de ser de uma nova agrave geral, seja ATP e OGT uniram forças contra a chamada Reforma da Leda Boral, as duas centrais sindicais consideram que o anteprojeto representam o retrocesso nos direitos dos trabalhadores. Tem mais de 100 alterações à legislação da Boral, se sente que significaria o inónio",7,
9,333.0,567.0,05:33,09:27,234.0,3.9,15,540.0,570.0,09:00,09:30,30.0,27.0,0.11538461538461539,0.9,Greves/Trabalho,"Greves/Trabalho, Governo/Partidos",greve geral | 19 59 | tvi 19 59 | gram | paralisação é a primeira em 12 anos | 20 00 | nacional | jornal nacional,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"de retrocesse, posto trabalhadores no plano daquilo que é precaria da dos horários de trabalho, na questão da contratação coletiva, a facilitação também dos sedimentos. Em causa está a chamada flexibilização do código do trabalho, a expressão criada pelo governo para falar da facilitação dos despedimentos e não só. Por exemplo, o escutivo quer alargar os prazos dos contratos de termo certo, de dois para três anos e de termo incerto, de quatro para cinco anos, bem como alterar os prazos do período experimental e",7,
10,567.0,570.0,09:27,09:30,3.0,0.05,15,540.0,570.0,09:00,09:30,30.0,3.0,1.0,0.1,Other/Unknown,,20 03 | aciona | jornal | trans | thansi | tvi 20 03,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"de retrocesse, posto trabalhadores no plano daquilo que é precaria da dos horários de trabalho, na questão da contratação coletiva, a facilitação também dos sedimentos. Em causa está a chamada flexibilização do código do trabalho, a expressão criada pelo governo para falar da facilitação dos despedimentos e não só. Por exemplo, o escutivo quer alargar os prazos dos contratos de termo certo, de dois para três anos e de termo incerto, de quatro para cinco anos, bem como alterar os prazos do período experimental e",7,
11,570.0,579.0,09:30,09:39,9.0,0.15,16,570.0,600.0,09:30,10:00,30.0,9.0,1.0,0.3,Other/Unknown,,tvi 20 03 | 20 03 | tvi,Greves/Trabalho,Greves/Trabalho,,,"ainda redefinir o direito à grave através do alargamento dos setores sujeitos a serviços mínimos. Portim, já de um princípio, em que os serviços e mil imissões abusivos, muitas vezes significam serviços máximos, colocando mais trabalhadores do que o dia normal de trabalho e o que faz o pacote de laboral é largar o conceito, a concessão das necessidades importeríveis, ou abacimento alimentar, a questão da portarívia e gelência, ou seto social, numa dimensão de subverter o exercício desse direito e retirar a expressão à",7,
12,579.0,636.0,09:39,10:36,57.0,0.95,16,570.0,600.0,09:30,10:00,30.0,21.0,0.3684210526315789,0.7,Governo/Partidos,"Greves/Trabalho, Governo/Partidos",tvi 20 03 | greve geral | 20 03 | jornal nacional | tvi 20 04 | centrais sindicais insurgem se contra reforma laboral | filipe marques i comissão executiva da cgtp | 20 04,Greves/Trabalho,Greves/Trabalho,,,"ainda redefinir o direito à grave através do alargamento dos setores sujeitos a serviços mínimos. Portim, já de um princípio, em que os serviços e mil imissões abusivos, muitas vezes significam serviços máximos, colocando mais trabalhadores do que o dia normal de trabalho e o que faz o pacote de laboral é largar o conceito, a concessão das necessidades importeríveis, ou abacimento alimentar, a questão da portarívia e gelência, ou seto social, numa dimensão de subverter o exercício desse direito e retirar a expressão à",7,
12,579.0,636.0,09:39,10:36,57.0,0.95,17,600.0,630.0,10:00,10:30,30.0,30.0,0.5263157894736842,1.0,Governo/Partidos,"Greves/Trabalho, Governo/Partidos",tvi 20 03 | greve geral | 20 03 | jornal nacional | tvi 20 04 | centrais sindicais insurgem se contra reforma laboral | filipe marques i comissão executiva da cgtp | 20 04,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"luta dos trabalhadores. As medidas com mais polêmica e atenção mediática têm sido as cristão ligadas à licença de emimentação e perda por doutos estacionais, a oposição de extratar-se de um truco do governo para avançar com as restantes, alterações laborais. O anteprojeto, o trabalho 21 está ainda em cobradora, já foi aprovado em consério de ministros, está agora de correr a discussão em sede de consultação social, mas não foi ainda apresentada uma proposta final do","7, 8",
12,579.0,636.0,09:39,10:36,57.0,0.95,18,630.0,660.0,10:30,11:00,30.0,6.0,0.10526315789473684,0.2,Governo/Partidos,"Greves/Trabalho, Governo/Partidos",tvi 20 03 | greve geral | 20 03 | jornal nacional | tvi 20 04 | centrais sindicais insurgem se contra reforma laboral | filipe marques i comissão executiva da cgtp | 20 04,Justiça/Segurança,"Governo/Partidos, Justiça/Segurança",,,"lei para evotação no Parlamento. A defesa do agente da PSP que matou ou da irmonísima, cova da mora, estaca da vez mais comprometida, a intribunal sucede em sete polimentos de destemunhas que negam que evitiam as cvestes altava e compunhalam-a-meu. Até agora, só o agente que acompanhava o orgulho na cena do crime mantiva até a desfesa, o que dá cada vez mais força e potes da faca ter sido plantada junto ao corpo, apenas após amor.","8, 9",
13,636.0,873.0,10:36,14:33,237.0,3.95,18,630.0,660.0,10:30,11:00,30.0,24.0,0.10126582278481013,0.8,Justiça/Segurança,Justiça/Segurança,20 04 | jornal nacional | caso odair mo | caso odair moniz | tvi 20 04 | tvi 20 05 | testemunhas dizem oue vítima não tinha nada nas mãos | testemunhas dizem que vítima não tinha nada nas mãos,Justiça/Segurança,"Governo/Partidos, Justiça/Segurança",,,"lei para evotação no Parlamento. A defesa do agente da PSP que matou ou da irmonísima, cova da mora, estaca da vez mais comprometida, a intribunal sucede em sete polimentos de destemunhas que negam que evitiam as cvestes altava e compunhalam-a-meu. Até agora, só o agente que acompanhava o orgulho na cena do crime mantiva até a desfesa, o que dá cada vez mais força e potes da faca ter sido plantada junto ao corpo, apenas após amor.","8, 9",
13,636.0,873.0,10:36,14:33,237.0,3.95,23,780.0,810.0,13:00,13:30,30.0,30.0,0.12658227848101267,1.0,Justiça/Segurança,Justiça/Segurança,20 04 | jornal nacional | caso odair mo | caso odair moniz | tvi 20 04 | tvi 20 05 | testemunhas dizem oue vítima não tinha nada nas mãos | testemunhas dizem que vítima não tinha nada nas mãos,Other/Unknown,,,,"propriedade da Ducapesca, empresa do setor em presarial do Estado e o contrato de construção de utilização por 40 anos a uma empresa privada. Foram vários usos detalhes, a chamar a atenção das autoridades entre eles a construção das 9 piscinas que não passaram no projeto inicial apresentada a autarquia. A operação Dunes escutou esta segunda-feira 15 mandados de busca entre eles na própria camara que garantizar a colobrar com as autoridades. O anterior presidente disse",10,
13,636.0,873.0,10:36,14:33,237.0,3.95,24,810.0,840.0,13:30,14:00,30.0,30.0,0.12658227848101267,1.0,Justiça/Segurança,Justiça/Segurança,20 04 | jornal nacional | caso odair mo | caso odair moniz | tvi 20 04 | tvi 20 05 | testemunhas dizem oue vítima não tinha nada nas mãos | testemunhas dizem que vítima não tinha nada nas mãos,Other/Unknown,,,,"surpreendido com a instigação. O município da Nazaré, e, naturalmente, eu e quando o município da Nazaré adata, teve zero haver com esse processo. É o Estado central que esfre um estroio e é nesse processo da condição o Estado central através da Ducapesca que lança o concurso para a explodação de turística das mesmas. O município intervém muito tempo depois e não intervém no contrato de construção, não há muito um processo acessamente turbado. As deligências ocorreram também",10,
13,636.0,873.0,10:36,14:33,237.0,3.95,25,840.0,870.0,14:00,14:30,30.0,30.0,0.12658227848101267,1.0,Justiça/Segurança,Justiça/Segurança,20 04 | jornal nacional | caso odair mo | caso odair moniz | tvi 20 04 | tvi 20 05 | testemunhas dizem oue vítima não tinha nada nas mãos | testemunhas dizem que vítima não tinha nada nas mãos,Justiça/Segurança,"Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil",,,"a Lisboa e Caldas da Reinha. Entre as visadas estão ainda agência e português adobam ambiente e adocapesca. A presente investigação criminal está acentrada na algada prática de factos sujetivas de integrar encrimos de participação económica e negócio, falsificação, corrupção e branquimento de capitais. Nas buscas foram recolhidos de documentos em papel e material digital participaram na operação com 40 investigadores e três magistrados do Ministério Público.","10, 11",
14,873.0,1224.0,14:33,20:24,351.0,5.85,27,900.0,930.0,15:00,15:30,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Other/Unknown,,,,"É um não-categórico de Goveimelo à notícia da Agência Luz, a sobre as razões que levaram a avançar com a candidatura ablém. A notícia em causa diz que Goveimelo revela que foi tentativa de Marcelo para atravar, que levou a candidatar-se. Na base desta decisão, traçado um artigo do Smanário Espresso do ano passado, que dava conta de uma algada de exigência de investimento na marinha para aceitar manter-se como chefe de estado maior da armada. A notícia da Luz há tempo",12,
14,873.0,1224.0,14:33,20:24,351.0,5.85,28,930.0,960.0,15:30,16:00,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Cultura,Cultura,,,"por base um livro que será lançado esta semana. Eu disse, foi assertivo que me fez definir o rome, porque quando eu lhi fiquei mesmo da nada, ela entendeu que aquela notícia era um recado. Não tem nada a senha de Portugal e, às fim de semana, Goveimelo explicou o que que eu deixou da nada. A certa altura tem um tarão pintar-me entre aspas.",12,
14,873.0,1224.0,14:33,20:24,351.0,5.85,29,960.0,990.0,16:00,16:30,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Eleições/Campanha,"Eleições/Campanha, Cultura",,,"determinado tipo de argumentação que eu nunca fiz. Já esta segunda-feira, a candidatura de Goveimel emitiam comunicadas afirmando que a notícia da luz é falsa e enferma de uma falta de rigor inaceitável. Remeta ainda para a leitura do livro, onde diz que o candidato revela que para sua decisão pesou ter percebido que o presidente da República e o",13,
14,873.0,1224.0,14:33,20:24,351.0,5.85,30,990.0,1020.0,16:30,17:00,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Governo/Partidos,Governo/Partidos,,,"governo não estavam verdadeiramente interessados em nada da defesa. E portanto, não teria oportunidade de fazer a diferença enquanto o sema.",13,
14,873.0,1224.0,14:33,20:24,351.0,5.85,31,1020.0,1050.0,17:00,17:30,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Eleições/Campanha,Eleições/Campanha,,,"de ser amado, deixou-se armadas e, por um senão, desobocém de terceiro, ou não candidato por ter. Quanto haja",14,
14,873.0,1224.0,14:33,20:24,351.0,5.85,32,1050.0,1080.0,17:30,18:00,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Cultura,Cultura,,,"em se alusa, garantem comunicado que cumpriu todas as regras de ontológicas rejeitando e repudendo as acusações de falsidades e manipulação das declarações de Gouva e Mello no livro, as razões.",14,
14,873.0,1224.0,14:33,20:24,351.0,5.85,34,1110.0,1140.0,18:30,19:00,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Eleições/Campanha,Eleições/Campanha,,,"Vejo a como reveladora de uma grande maturidade política desse candidato. Enfim, eu acho que quando tem a rico o VML, te dá alguma explicações aos portugueses. Eu não acho que isso seja a maneira mais nobre de estar nesta eleição e nesta campanha. O VML, que tem sentido uma ação irrática em tudo e não toma muita posição, e que o VML é o maior preocupação,",15,
14,873.0,1224.0,14:33,20:24,351.0,5.85,35,1140.0,1170.0,19:00,19:30,30.0,30.0,0.08547008547008547,1.0,Eleições/Campanha,"Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil",tvi 20 08 | um gesto que pode salvar vidas | tvi um gesto que pode salvar vidas | 20 09 | jornal nacional | tvi 20 09 | tvi condicionamento de marcelo | condicionamento de marcelo,Other/Unknown,,,,"que no momento em que o equilíbrio de poderes e o Estado direto em Portugal também passa pela comunicação social, tenha decidido hoje atacar a agência de dotar a�asas portuguesas.",15,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,38,1230.0,1260.0,20:30,21:00,30.0,30.0,0.14084507042253522,1.0,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Justiça/Segurança,"Eleições/Campanha, Governo/Partidos, Justiça/Segurança",André Ventura,,"e também a polêmica com os cartazes do candidato André Ventura. No outro caso de grande intensidade mediática, José Sócrates diz que o Tribunal tem de suspender imediatamente o julgamento do operação Marquês. Depois de ter ficado sem o advogado que o representou nos últimos 11 anos, o antigo Primeiro Ministro peseta pelo por carta à juída, a juíza que",16,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,39,1260.0,1290.0,21:00,21:30,30.0,30.0,0.14084507042253522,1.0,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Justiça/Segurança,"Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil",,,"presida ao coletivo Sócrates pede a magistrada Susana Séca, que ponha fina aos patáculos degradantes de ver um advogado oficioso que não escolhiu e a quem não reconhece legitimidade é representá-lo o Tribunal.",16,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,40,1290.0,1320.0,21:30,22:00,30.0,30.0,0.14084507042253522,1.0,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Other/Unknown,,,,É uma,17,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,41,1320.0,1350.0,22:00,22:30,30.0,30.0,0.14084507042253522,1.0,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Justiça/Segurança,Justiça/Segurança,,,"situação que muito me desagrada e que insisto deve cessar imediatamente. Se tenho vinte dias para escolher novo advogado. Sócrates quer que o tribunal suspenda ao julgamento, enquanto escolhe novo advogado, mas a lei não prevê qualquer para a gente. Sócrates tem vinte dias para constituir novo mandatário e durante esse tempo Pedro de Lele deveria continuar a segurar o processo, porque não há renúncias imediatas.",17,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,42,1350.0,1380.0,22:30,23:00,30.0,30.0,0.14084507042253522,1.0,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Justiça/Segurança,Justiça/Segurança,,,"Durante os 20 dias, o advogado renunciou deve continuar a assurar o patrocínio. E isso não aconteceu. Se o advogado vigente que mantém o patrocínio não comparece nas deligências, o tribunal não meia alguém para o substituir. Foi isto que aconteceu. Rogerio Alves já não concorda que não tivesse sido conseguidas 48 horas ao novo mandatário para consultar o processo.",18,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,43,1380.0,1410.0,23:00,23:30,30.0,30.0,0.14084507042253522,1.0,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Justiça/Segurança,Justiça/Segurança,,,"Sempre com o advogado enumidado, assim de repente, para uma deligência, o código prevê que o tribunal dos vizas voisa lhe deu o tempo necessário para se se senharia do que é fundamental no processo. Não é que o processo parpeca a instância se suspende. Não, o processo para porque isso é o que é resoável para garantir uma efetiva de fioza. E assim o julgamento Marquês continuado correr tal como previsto sem parar. Até só grata de arranjar no ovo",19,
15,1224.0,1437.0,20:24,23:57,213.0,3.55,44,1410.0,1440.0,23:30,24:00,30.0,27.0,0.1267605633802817,0.9,Justiça/Segurança,Justiça/Segurança,tvi 20 14 | 20 14 | jornal nacional | operação marquês | 20 15 | tvi 20 15 | sócrates quer que tribunal suspenda o julgamento | operação marquês sócrates oued out,Other/Unknown,,,,"advogado, é mesmo José Manuel Ramos, quem vai conduzir o processo. O mês depois do sessar fogo na faixa de gás, o","19, 20",
16,1437.0,1545.0,23:57,25:45,108.0,1.8,44,1410.0,1440.0,23:30,24:00,30.0,3.0,0.027777777777777776,0.1,Internacional,Internacional,tvi 20 18 | palestinianos na mira de israel | 20 18 | jornal nacional | nacional | soldados dizem disparar à vontade contra civis | 20 19 | tvi,Other/Unknown,,,,"advogado, é mesmo José Manuel Ramos, quem vai conduzir o processo. O mês depois do sessar fogo na faixa de gás, o","19, 20",
16,1437.0,1545.0,23:57,25:45,108.0,1.8,45,1440.0,1470.0,24:00,24:30,30.0,30.0,0.2777777777777778,1.0,Internacional,Internacional,tvi 20 18 | palestinianos na mira de israel | 20 18 | jornal nacional | nacional | soldados dizem disparar à vontade contra civis | 20 19 | tvi,Internacional,"Justiça/Segurança, Internacional",,,"gêngreo e enviado de Donald Trump começou a discutir a segunda fase do plano de paz. Apesar das tregoas, mais de 260 policineanos foram mortos nestas quatro semanas. E um documentário que vai ser recebido a esta noite no Reino Unido, traz duas revelações perturbadoras. Soldados realitas descrevem como as tropas, disparavam sem restrições contra civis e confirmam que o uso de escudos humanos, palestinianos, se tornou uma retena. Mais de 68.000 mortos polestinianos em","20, 21",
16,1437.0,1545.0,23:57,25:45,108.0,1.8,46,1470.0,1500.0,24:30,25:00,30.0,30.0,0.2777777777777778,1.0,Internacional,Internacional,tvi 20 18 | palestinianos na mira de israel | 20 18 | jornal nacional | nacional | soldados dizem disparar à vontade contra civis | 20 19 | tvi,Justiça/Segurança,"Justiça/Segurança, Internacional",,,"dois anos de guerra, a grande maioria civis. Israel tem as costas uma caixa por genocídio no Tribunal Internacional de Justiça, mas não é preciso cometer genocídio para cometer crimes de guerra. E são crimes de guerra generalizados que denunciam o documentário a transmitir esta segunda-feira pela Estação Britânica ITV. Nel, soldados e desrelitas, descrevem o colapso do código de condução em relação aos civis. Garantindo que estrópas podiam disparar à vontade, que mataram ou mataram polestiniano, dependia do capricho dos comandantes. Os militários entrevistados no documentário assumem",21,
