block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
10,360.0,555.0,06:00,09:15,195.0,3.25,12,420.0,450.0,07:00,07:30,30.0,30.0,0.15384615384615385,1.0,Eleições/Campanha,"Transportes/Mobilidade, Justiça/Segurança, Eleições/Campanha",1571 gentes | aeroporto | delisboa | mitado global | the party named in | the reserve and persons assessed | tvi 20 00 | 1571 gustes,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social",,,Depois da sefim não viva agora dúvidas sobre as relações empresariais de um candidato presidencial. O dono de uma das principais empresas de construção de civil do país não se lembrava que tinha pago 5 mil euros por mês a marques mentes durante cinco anos em,5,
10,360.0,555.0,06:00,09:15,195.0,3.25,13,450.0,480.0,07:30,08:00,30.0,30.0,0.15384615384615385,1.0,Eleições/Campanha,"Transportes/Mobilidade, Justiça/Segurança, Eleições/Campanha",1571 gentes | aeroporto | delisboa | mitado global | the party named in | the reserve and persons assessed | tvi 20 00 | 1571 gustes,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social",,,"causa um longo contrato para serviços de consultoria numa ligação desconhecida até esta semana. Uma notícia que surge normal, ture em que outros candidatos presidenciais levam-tom dúvidas sobre o passado e as ligações em empresas de marques mentes. O grupo Alberto Coutualves, também conhecido como Oaka, é hoje uma das principais empresas de construção portuguesas, mas há 15 anos era mais desconhecido, o objetivo era crescer e até","5, 6",
10,360.0,555.0,06:00,09:15,195.0,3.25,14,480.0,510.0,08:00,08:30,30.0,30.0,0.15384615384615385,1.0,Eleições/Campanha,"Transportes/Mobilidade, Justiça/Segurança, Eleições/Campanha",1571 gentes | aeroporto | delisboa | mitado global | the party named in | the reserve and persons assessed | tvi 20 00 | 1571 gustes,Eleições/Campanha,Eleições/Campanha,Luís Marques Mendes,,"expandir se fora do país. Os documentos aqui a TVI Tevacesso revelam que a empresa fez um contrato em 2010 com Marques Mendes, 5 mil euros por mês, durante cinco anos, para serviços de consultoria. Cinco anos depois, um novo contrato em 2015 com o objetivo semelhante, mas com a empresa familiar do agora candidato presidencial. para escoar ser várias dúvidas, contactando-se do dono da construtor, Albert Coto-Aluz,","6, 7",
10,360.0,555.0,06:00,09:15,195.0,3.25,15,510.0,540.0,08:30,09:00,30.0,30.0,0.15384615384615385,1.0,Eleições/Campanha,"Transportes/Mobilidade, Justiça/Segurança, Eleições/Campanha",1571 gentes | aeroporto | delisboa | mitado global | the party named in | the reserve and persons assessed | tvi 20 00 | 1571 gustes,Other/Unknown,,,,"que dá numa grupo, consou, por dizer, que conhece Marques Menos há muito tempo, mas garantia que só tinha feito um único contrato que durou um ano, a TV insistiu por escrito. A resposta chegou no dia seguinte. O empresário confirma que Marques Menos trabalhou mesmo durante outros de cinco anos para esta empresa de construção civil.",7,
10,360.0,555.0,06:00,09:15,195.0,3.25,16,540.0,570.0,09:00,09:30,30.0,15.0,0.07692307692307693,0.5,Eleições/Campanha,"Transportes/Mobilidade, Justiça/Segurança, Eleições/Campanha",1571 gentes | aeroporto | delisboa | mitado global | the party named in | the reserve and persons assessed | tvi 20 00 | 1571 gustes,Other/Unknown,,,,"foram cinco mil euros por mês durante cinco anos, 60 meses, mais 13 meses do segundo contrato assinado em 2015, com taxímpoles da mais de 300 mil euros. Em ambos os refredes contratos foi paga a título do honorário-se",8,
11,555.0,633.0,09:15,10:33,78.0,1.3,16,540.0,570.0,09:00,09:30,30.0,15.0,0.19230769230769232,0.5,Other/Unknown,,300 mil no bolso de mendes | tvi 20 03 | 20 03 | jornal nacional | sie | empresário não se lembrava de contrato que durou 5 anos | tvi | alberto couto alves presidente do grupo aca,Other/Unknown,,,,"foram cinco mil euros por mês durante cinco anos, 60 meses, mais 13 meses do segundo contrato assinado em 2015, com taxímpoles da mais de 300 mil euros. Em ambos os refredes contratos foi paga a título do honorário-se",8,
11,555.0,633.0,09:15,10:33,78.0,1.3,17,570.0,600.0,09:30,10:00,30.0,30.0,0.38461538461538464,1.0,Other/Unknown,,300 mil no bolso de mendes | tvi 20 03 | 20 03 | jornal nacional | sie | empresário não se lembrava de contrato que durou 5 anos | tvi | alberto couto alves presidente do grupo aca,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social",,,"a quantia mensal de cinco mil euros a crescida de Iva, a taxa legal. A consultoria do agora candidato presidencial aconteceu numa altura em que a empresa estava desenvolver negócios em África e na América Latina, conselhos sobre países e análises de risco. Nunca houve relações constados, nacionais ou estrangeiros, dinheiros públicos ou quaisquer tipos de favorcimento.",8,
11,555.0,633.0,09:15,10:33,78.0,1.3,18,600.0,630.0,10:00,10:30,30.0,30.0,0.38461538461538464,1.0,Other/Unknown,,300 mil no bolso de mendes | tvi 20 03 | 20 03 | jornal nacional | sie | empresário não se lembrava de contrato que durou 5 anos | tvi | alberto couto alves presidente do grupo aca,Economia/Proteção Social,Economia/Proteção Social,,,"Sim, trabalhar e com a empresa em causa quando já não tinha qualquer cargo político. Sim, prestei os serviços que havia apostar pagando os respectivos impostos. Sim, não houve qualquer relação com o estado em empresas públicas e institutos públicos. Sim, tudo correto, transparente e legal. O grupo HACA é hoje uma das principais construtoras portuguesas. A empresa tem",9,
11,555.0,633.0,09:15,10:33,78.0,1.3,19,630.0,660.0,10:30,11:00,30.0,3.0,0.038461538461538464,0.1,Other/Unknown,,300 mil no bolso de mendes | tvi 20 03 | 20 03 | jornal nacional | sie | empresário não se lembrava de contrato que durou 5 anos | tvi | alberto couto alves presidente do grupo aca,Internacional,Internacional,,,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.",9,
12,633.0,636.0,10:33,10:36,3.0,0.05,19,630.0,660.0,10:30,11:00,30.0,3.0,1.0,0.1,Other/Unknown,,300 mil no bolso de mendes | 20 04 | tvi | são tomé e prínci | bolívia | são tomé e prín i | são tomé e prínc,Internacional,Internacional,,,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.",9,
13,636.0,642.0,10:36,10:42,6.0,0.1,19,630.0,660.0,10:30,11:00,30.0,6.0,1.0,0.2,Other/Unknown,,tvi 20 04 | 20 04,Internacional,Internacional,,,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.",9,
14,642.0,729.0,10:42,12:09,87.0,1.45,19,630.0,660.0,10:30,11:00,30.0,18.0,0.20689655172413793,0.6,Justiça/Segurança,Justiça/Segurança,20 05 | jornal nacional | tvi caso spinumviva arquivado | caso spinumviva arquivado | tvi 20 05 | pgr pediu escusa sobre as conclusões | pgr pediu escusa sobre as conclusões miguel sousa tavares i tvi comentador | miguel sousa tavares i tvi comentador,Internacional,Internacional,,,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.",9,
14,642.0,729.0,10:42,12:09,87.0,1.45,20,660.0,690.0,11:00,11:30,30.0,30.0,0.3448275862068966,1.0,Justiça/Segurança,Justiça/Segurança,20 05 | jornal nacional | tvi caso spinumviva arquivado | caso spinumviva arquivado | tvi 20 05 | pgr pediu escusa sobre as conclusões | pgr pediu escusa sobre as conclusões miguel sousa tavares i tvi comentador | miguel sousa tavares i tvi comentador,Economia/Proteção Social,Economia/Proteção Social,,,"A constou, foi dito que fazia proteção de dados, que fazia restraturação na empresas, mas ninguém conhece o Luís Monto Negro, qualquer talento nessa área, na informática",10,
14,642.0,729.0,10:42,12:09,87.0,1.45,21,690.0,720.0,11:30,12:00,30.0,30.0,0.3448275862068966,1.0,Justiça/Segurança,Justiça/Segurança,20 05 | jornal nacional | tvi caso spinumviva arquivado | caso spinumviva arquivado | tvi 20 05 | pgr pediu escusa sobre as conclusões | pgr pediu escusa sobre as conclusões miguel sousa tavares i tvi comentador | miguel sousa tavares i tvi comentador,Economia/Proteção Social,Economia/Proteção Social,,,"ou restraturar empresas. Ninguém conhece isso, para justificar aquilo. Também, a demora, que é o que achou só tendo os nove meses que isto de uma nova série investigado e diz que se foi muito para além do que deveria ser possível. Não sei como é que ele sabe isso, naturalmente os elementos que pediram, agora, a verdade, também aquilo que ele responsava a limpar de telé de moro, pelo menos, segundo Procurador de Alda-Gapulga, porque demorou muito a entregar os elementos que ganharam pedidos, exatamente, e começou desde o",10,
14,642.0,729.0,10:42,12:09,87.0,1.45,22,720.0,750.0,12:00,12:30,30.0,9.0,0.10344827586206896,0.3,Justiça/Segurança,Justiça/Segurança,20 05 | jornal nacional | tvi caso spinumviva arquivado | caso spinumviva arquivado | tvi 20 05 | pgr pediu escusa sobre as conclusões | pgr pediu escusa sobre as conclusões miguel sousa tavares i tvi comentador | miguel sousa tavares i tvi comentador,Other/Unknown,,,,"início. E ele começou a sempre a resistir as colheres e as coisas, é o que começou a querer dizer que era os coletos dele, para quem que trabalhava. Foi dizendo tudo a contagotas, e foi tudo sempre sem ser ainda contagotas. Acabou por ter que subintero a uma votação, que ele coelho bem, mas que se carar o país podia prescindir, porque exatamente não faz com a sr. Deus do início. Não quites que o lanceia tudo desde o início.",10,
15,729.0,1131.0,12:09,18:51,402.0,6.7,22,720.0,750.0,12:00,12:30,30.0,21.0,0.05223880597014925,0.7,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Other/Unknown,,,,"início. E ele começou a sempre a resistir as colheres e as coisas, é o que começou a querer dizer que era os coletos dele, para quem que trabalhava. Foi dizendo tudo a contagotas, e foi tudo sempre sem ser ainda contagotas. Acabou por ter que subintero a uma votação, que ele coelho bem, mas que se carar o país podia prescindir, porque exatamente não faz com a sr. Deus do início. Não quites que o lanceia tudo desde o início.",10,
15,729.0,1131.0,12:09,18:51,402.0,6.7,23,750.0,780.0,12:30,13:00,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Other/Unknown,,,,"e dona-idade. Do rango. Eu aprendo na tal, eu acho que foi uma infelicidade. Eu hoje ouviu explicar que ele tinha",11,
15,729.0,1131.0,12:09,18:51,402.0,6.7,24,780.0,810.0,13:00,13:30,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Governo/Partidos,Governo/Partidos,,,"se tirado o contexto. Eu não vejo como. Eu fui ler. Não sai de contas se nenhum, quer dizer. Quando me perguntam, quando é que isto é cable, isto talvez seja uma prena de Natal, para o Primeiro Ministro. Claro que eu acho que o que é o que isto dizer é que aprenda na tal, é que isto seria resolvidante de um Natal. E não que isto seria resolvida, favor do Luís Montenegro. Não aprenda, não aprenda. É que isto é o que isto é. Aprena continua, e sobretudo, que faz a impressão, é que isto é uma prena de Natal, o que isto",11,
15,729.0,1131.0,12:09,18:51,402.0,6.7,25,810.0,840.0,13:30,14:00,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social, Justiça/Segurança",,,"será, chamará a proposição ao que se passa com António Costa. E, ó, tem, por exemplo, revolvinando o filme, ó, tem, por exemplo, uma das coisas que eu achei que o Luís Montenegro esteve mal na sua intervenção, ter mal em duas coisas, uma, foi naquela tese de que as eleições tudo limpo, com qualquer investigação judicial pode ser iluminada por uma eleição, o povo escolheu. Já o que suarste tinha explicado, ó, tem, em, em, intervenção igualmente, em feliz que a descida de imposto e a subida das pensões resolviam o caso de pernoviva. Não, não é verdade. Cadê-re, quando há um caso que","11, 12",
15,729.0,1131.0,12:09,18:51,402.0,6.7,26,840.0,870.0,14:00,14:30,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Justiça/Segurança,Justiça/Segurança,,,"tem que ser investigado judicialmente, é a investigação é que te sede como é que o caso acaba quando, quando, e como. Mas, Luís Montenegro, ontem, quando a comunidade está combina a estereo público, e foi o legitimamento, eu acho que o tempo todo a gasão pode fazer. Toda a gente pode fazer o leol, e o proberia de gasão, porque esteve mal de mesas a ser investigado. que deu origem a uma dimensão de","12, 13",
15,729.0,1131.0,12:09,18:51,402.0,6.7,27,870.0,900.0,14:30,15:00,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Governo/Partidos,Governo/Partidos,,,"um governo melhor e absoluta. E que acabou por não poder o próprio Lisbonto Negro? Por uma sessopaita que continua a ser investigada, dois anos de põe. Ora eu acho que até do ponto de vista institucional, Lisbonto Negro de União se é referida a isto. Não devia ter limitado a crítica de ministério publicá-seu caso pessoal. Quanto? Deixa-me só dizer. Eu não percebi o que é que o próprio Rio da Criaza é quando pediu excusa. Pediu excusa de que?",13,
15,729.0,1131.0,12:09,18:51,402.0,6.7,28,900.0,930.0,15:00,15:30,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Other/Unknown,,,,"Estou extraordinário. Legal, em relação às notícias que estão a surgir esta semana sobre marcos mentes, que, comentário, é que tem merece, nós temos agora aqui uma informação nova, de um trabalho de consultoria",14,
15,729.0,1131.0,12:09,18:51,402.0,6.7,29,930.0,960.0,15:30,16:00,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Other/Unknown,,,,"não jurídica, a revistaçava de publicou esta semana.",14,
15,729.0,1131.0,12:09,18:51,402.0,6.7,30,960.0,990.0,16:00,16:30,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Other/Unknown,,,,"que podem pedir a dizer o que é que ele fez para que não desculhe antes. Agora, dizer que é que não for as crianças, não há nada que o impessa de dizer. Vai continuar a sair coisas e ao",15,
15,729.0,1131.0,12:09,18:51,402.0,6.7,31,990.0,1020.0,16:30,17:00,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Eleições/Campanha,Eleições/Campanha,,,"vai dar respostas a saca rolas, arrancadas a saca rolas, intermitentes. Este pode ser um embarasse para aquele doutor. Pode ser seguramente um embarasse. Agora eu não sei até que ponto é que os portugueses realmente estão fartes destas coisas. E não sei até que ponto é que viu se não o último a eleição com o caso de Pino Viva, e os portugueses não votaram conforme, por exemplo, pedem um sante se imaginam que eles iriam votar que um castigar o sospaito, digamos assim. Agora, em relação ao marques de menos, eu também não sei como é que vai ser. Agora que vai ser um embarasse vai porque quem",15,
15,729.0,1131.0,12:09,18:51,402.0,6.7,32,1020.0,1050.0,17:00,17:30,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Eleições/Campanha,Eleições/Campanha,,,"vai, se eu ganhei, no ensão para percenta da pública, eu tenho que ter e nós temos que acreditar que ele tem um passado meadamento límpo. Em alguns anos, vamos voltar a encontrar mais a frente para o comentário de outros temas de grande importância da atualidade desde logo que está acontecendo em Brusselas. Na corrida presidencial da Antónios da Seguridad, hoje o primeiro apoio","15, 16",
15,729.0,1131.0,12:09,18:51,402.0,6.7,33,1050.0,1080.0,17:30,18:00,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Eleições/Campanha,Eleições/Campanha,,PS,"visível do apareio de socialista, um almoço em Lisboa, com 200 participantes, marcos mentes que viajou até a amadeira continuar a responder aos ataques de cotrinte figueira, e que reconheça a ansiedade de se dirigir aos eleitores mais vejos. Casas cheia de abraços para Antonis Gé seguro, candidato que diz ser de todos os portugueses, mas a quem o Partido Socialista veio dar a mão depois do tocar reunir do líder do Partido, o PS respondeu","16, 17",
15,729.0,1131.0,12:09,18:51,402.0,6.7,34,1080.0,1110.0,18:00,18:30,30.0,30.0,0.07462686567164178,1.0,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Eleições/Campanha,"Eleições/Campanha, Governo/Partidos",,,"sim a um almoço concorrido o dia apoio ao candidato. Seriam pesadê-lo, propra é isto, que eu véssema segunda volta de disputar da só num campo político. É por isso que os eleitores da esquerda, do centro e até alguns da direita percebem a importância do equilíbrio do sistema de governo no nosso país, tendo uma pessoa com as minhas características e com as minhas convicções com o presidente arreaclâmica. Dos entes apoiantes, a aplaudir são","17, 18",
15,729.0,1131.0,12:09,18:51,402.0,6.7,35,1110.0,1140.0,18:30,19:00,30.0,21.0,0.05223880597014925,0.7,Other/Unknown,"Justiça/Segurança, Eleições/Campanha",montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,Eleições/Campanha,Eleições/Campanha,André Ventura,,"um motivo para sonhar e mais longe. de outros dos adversários que estão também em possibilidades de segunda a estonda, a gente passará a segunda volta. Eu não desejo ter na segunda volta a André Ventura. Eu quero mesmo do Ruta-Alo na primeira volta. Um desejo certamente perdiado com cutrim figarido, estratégia para lá chegar passa por captar também o voto dos mais velhos. E pedimos em esses jovens que já estão conhecidos, que falem dentro de suas famílias, porque eu não acredito numa","18, 19",
16,1131.0,1176.0,18:51,19:36,45.0,0.75,35,1110.0,1140.0,18:30,19:00,30.0,9.0,0.2,0.3,Eleições/Campanha,Eleições/Campanha,cotrim quer conquistar voto dos mais velhos | 20 13 | a caminho de belém | tvi | em transform | entre passado e presente | om identida | os diálogos e tensões de,Eleições/Campanha,Eleições/Campanha,André Ventura,,"um motivo para sonhar e mais longe. de outros dos adversários que estão também em possibilidades de segunda a estonda, a gente passará a segunda volta. Eu não desejo ter na segunda volta a André Ventura. Eu quero mesmo do Ruta-Alo na primeira volta. Um desejo certamente perdiado com cutrim figarido, estratégia para lá chegar passa por captar também o voto dos mais velhos. E pedimos em esses jovens que já estão conhecidos, que falem dentro de suas famílias, porque eu não acredito numa","18, 19",
16,1131.0,1176.0,18:51,19:36,45.0,0.75,36,1140.0,1170.0,19:00,19:30,30.0,30.0,0.6666666666666666,1.0,Eleições/Campanha,Eleições/Campanha,cotrim quer conquistar voto dos mais velhos | 20 13 | a caminho de belém | tvi | em transform | entre passado e presente | om identida | os diálogos e tensões de,Other/Unknown,,,,"sociedade que acho que é a problema específicos de jovens específicos de idose. Todos os problemas que afetam os nossos íngües, os nossos famílias são problemas nossos.",19,
17,1176.0,1242.0,19:36,20:42,66.0,1.1,38,1200.0,1230.0,20:00,20:30,30.0,30.0,0.45454545454545453,1.0,Other/Unknown,Eleições/Campanha,gouveia e melo não quer políticos em lume brando | a caminho de belém | tvi 20 13 | 20 14 | jgal | jornal nacional | nal | nternational club international club,Justiça/Segurança,"Governo/Partidos, Justiça/Segurança",,,"é colocar a política que é alumbrando, não parece que seja uma boa opção. De facto, nós temos um caso ainda, do ex-premém ministro Antonio Costa, que pelos vistos não havia nada e continua o processo em aberto sobre investigação. Parece-me um pouco estranho. Tanto que eu juro que a justiça para",20,
